,annotation_file,image_file,class,width,height,depth,xmin,ymin,xmax,ymax
73,2011_005158.xml,2011_005158.jpg,person,375.0,500.0,3.0,51.0,138.0,219.0,356.0
74,2011_002343.xml,2011_002343.jpg,person,375.0,500.0,3.0,83.0,9.0,333.0,491.0
75,2012_000286.xml,2012_000286.jpg,person,500.0,375.0,3.0,184.0,141.0,255.0,283.0
76,2010_006838.xml,2010_006838.jpg,person,500.0,375.0,3.0,469.0,322.0,489.0,374.0
77,2011_001027.xml,2011_001027.jpg,person,500.0,375.0,3.0,115.0,179.0,422.0,375.0
78,2011_001027.xml,2011_001027.jpg,person,500.0,375.0,3.0,186.0,113.0,362.0,303.0
79,2011_001027.xml,2011_001027.jpg,person,500.0,375.0,3.0,48.0,120.0,211.0,239.0
80,2011_001027.xml,2011_001027.jpg,person,500.0,375.0,3.0,59.0,92.0,272.0,199.0
81,2012_000435.xml,2012_000435.jpg,person,500.0,375.0,3.0,38.0,121.0,233.0,291.0
82,2012_000435.xml,2012_000435.jpg,person,500.0,375.0,3.0,339.0,112.0,462.0,236.0
83,2011_002366.xml,2011_002366.jpg,car,500.0,234.0,3.0,56.0,48.0,341.0,141.0
84,2008_003891.xml,2008_003891.jpg,person,500.0,375.0,3.0,146.0,178.0,212.0,360.0
85,2008_003891.xml,2008_003891.jpg,person,500.0,375.0,3.0,208.0,182.0,266.0,364.0
86,2008_003891.xml,2008_003891.jpg,person,500.0,375.0,3.0,224.0,196.0,301.0,371.0
87,2008_004358.xml,2008_004358.jpg,person,500.0,375.0,3.0,232.0,218.0,269.0,284.0
88,2011_004618.xml,2011_004618.jpg,person,500.0,375.0,3.0,160.0,86.0,485.0,375.0
89,2010_004692.xml,2010_004692.jpg,car,500.0,375.0,3.0,200.0,11.0,319.0,47.0
90,2010_004692.xml,2010_004692.jpg,car,500.0,375.0,3.0,25.0,7.0,92.0,37.0
91,2010_004692.xml,2010_004692.jpg,car,500.0,375.0,3.0,1.0,85.0,457.0,374.0
92,2010_004692.xml,2010_004692.jpg,person,500.0,375.0,3.0,88.0,100.0,346.0,244.0
93,2010_004692.xml,2010_004692.jpg,car,500.0,375.0,3.0,88.0,11.0,123.0,38.0
94,2010_004692.xml,2010_004692.jpg,car,500.0,375.0,3.0,263.0,13.0,332.0,44.0
95,2011_006995.xml,2011_006995.jpg,person,500.0,375.0,3.0,1.0,73.0,109.0,375.0
96,2010_005835.xml,2010_005835.jpg,person,500.0,375.0,3.0,179.0,102.0,407.0,363.0
97,2011_005169.xml,2011_005169.jpg,person,500.0,375.0,3.0,211.0,145.0,500.0,375.0
98,2010_005123.xml,2010_005123.jpg,bus,500.0,375.0,3.0,117.0,194.0,218.0,244.0
99,2010_005123.xml,2010_005123.jpg,car,500.0,375.0,3.0,66.0,214.0,93.0,233.0
100,2010_005123.xml,2010_005123.jpg,car,500.0,375.0,3.0,95.0,212.0,122.0,235.0
101,2008_007931.xml,2008_007931.jpg,bus,500.0,338.0,3.0,1.0,1.0,500.0,338.0
102,2008_007931.xml,2008_007931.jpg,person,500.0,338.0,3.0,13.0,137.0,172.0,338.0
103,2008_007931.xml,2008_007931.jpg,person,500.0,338.0,3.0,360.0,188.0,467.0,338.0
104,2008_007931.xml,2008_007931.jpg,person,500.0,338.0,3.0,370.0,70.0,423.0,239.0
105,2008_007931.xml,2008_007931.jpg,person,500.0,338.0,3.0,345.0,56.0,388.0,229.0
106,2012_000760.xml,2012_000760.jpg,person,500.0,375.0,3.0,25.0,206.0,220.0,375.0
107,2012_000760.xml,2012_000760.jpg,person,500.0,375.0,3.0,173.0,199.0,322.0,375.0
108,2012_000760.xml,2012_000760.jpg,person,500.0,375.0,3.0,426.0,207.0,494.0,274.0
109,2011_004147.xml,2011_004147.jpg,person,500.0,398.0,3.0,122.0,12.0,420.0,338.0
110,2012_000892.xml,2012_000892.jpg,person,500.0,333.0,3.0,4.0,51.0,230.0,333.0
111,2011_003115.xml,2011_003115.jpg,person,500.0,375.0,3.0,290.0,191.0,332.0,244.0
112,2011_003115.xml,2011_003115.jpg,person,500.0,375.0,3.0,143.0,193.0,187.0,243.0
113,2011_007121.xml,2011_007121.jpg,person,500.0,334.0,3.0,184.0,26.0,405.0,238.0
114,2011_001921.xml,2011_001921.jpg,person,448.0,336.0,3.0,111.0,144.0,311.0,336.0
115,2008_002678.xml,2008_002678.jpg,person,500.0,375.0,3.0,421.0,174.0,439.0,227.0
116,2008_001510.xml,2008_001510.jpg,person,500.0,377.0,3.0,61.0,106.0,379.0,377.0
117,2009_000653.xml,2009_000653.jpg,person,500.0,333.0,3.0,83.0,1.0,459.0,314.0
118,2009_002358.xml,2009_002358.jpg,person,500.0,375.0,3.0,249.0,178.0,267.0,202.0
119,2009_002358.xml,2009_002358.jpg,person,500.0,375.0,3.0,276.0,183.0,294.0,204.0
120,2009_002358.xml,2009_002358.jpg,person,500.0,375.0,3.0,386.0,170.0,423.0,214.0
121,2008_004745.xml,2008_004745.jpg,person,500.0,450.0,3.0,113.0,13.0,500.0,421.0
122,2008_001036.xml,2008_001036.jpg,person,500.0,333.0,3.0,221.0,44.0,500.0,333.0
123,2008_001036.xml,2008_001036.jpg,person,500.0,333.0,3.0,1.0,3.0,246.0,333.0
124,2011_006659.xml,2011_006659.jpg,person,500.0,375.0,3.0,251.0,172.0,355.0,354.0
125,2011_006659.xml,2011_006659.jpg,person,500.0,375.0,3.0,233.0,176.0,304.0,306.0
126,2011_005856.xml,2011_005856.jpg,person,333.0,500.0,3.0,183.0,224.0,248.0,295.0
127,2011_001928.xml,2011_001928.jpg,person,500.0,283.0,3.0,36.0,82.0,190.0,283.0
128,2011_001928.xml,2011_001928.jpg,person,500.0,283.0,3.0,303.0,30.0,481.0,283.0
129,2011_003913.xml,2011_003913.jpg,person,500.0,375.0,3.0,1.0,33.0,236.0,375.0
130,2008_004740.xml,2008_004740.jpg,person,323.0,500.0,3.0,8.0,1.0,323.0,500.0
131,2011_003641.xml,2011_003641.jpg,person,500.0,334.0,3.0,155.0,75.0,213.0,261.0
132,2011_004273.xml,2011_004273.jpg,person,500.0,333.0,3.0,218.0,60.0,261.0,144.0
133,2010_000577.xml,2010_000577.jpg,person,500.0,375.0,3.0,358.0,1.0,437.0,176.0
134,2012_001129.xml,2012_001129.jpg,person,500.0,281.0,3.0,75.0,39.0,174.0,257.0
135,2012_001129.xml,2012_001129.jpg,person,500.0,281.0,3.0,192.0,37.0,278.0,256.0
136,2012_001129.xml,2012_001129.jpg,person,500.0,281.0,3.0,310.0,22.0,395.0,264.0
137,2012_004133.xml,2012_004133.jpg,person,500.0,375.0,3.0,21.0,105.0,166.0,375.0
138,2012_004133.xml,2012_004133.jpg,person,500.0,375.0,3.0,216.0,80.0,377.0,375.0
139,2012_004133.xml,2012_004133.jpg,person,500.0,375.0,3.0,331.0,103.0,500.0,375.0
140,2009_002407.xml,2009_002407.jpg,person,500.0,333.0,3.0,152.0,44.0,266.0,270.0
141,2009_002407.xml,2009_002407.jpg,person,500.0,333.0,3.0,84.0,87.0,409.0,333.0
142,2007_009654.xml,2007_009654.jpg,person,333.0,500.0,3.0,1.0,83.0,296.0,500.0
143,2012_003325.xml,2012_003325.jpg,person,500.0,375.0,3.0,42.0,125.0,365.0,375.0
144,2010_006899.xml,2010_006899.jpg,person,500.0,375.0,3.0,2.0,35.0,363.0,375.0
145,2008_001023.xml,2008_001023.jpg,person,500.0,375.0,3.0,251.0,109.0,500.0,374.0
146,2008_001023.xml,2008_001023.jpg,person,500.0,375.0,3.0,1.0,31.0,338.0,375.0
147,2009_005156.xml,2009_005156.jpg,bicycle,500.0,434.0,3.0,43.0,29.0,422.0,248.0
148,2012_002165.xml,2012_002165.jpg,person,500.0,375.0,3.0,192.0,79.0,335.0,358.0
149,2011_004779.xml,2011_004779.jpg,person,400.0,500.0,3.0,138.0,71.0,358.0,465.0
150,2012_003336.xml,2012_003336.jpg,person,357.0,500.0,3.0,94.0,102.0,214.0,287.0
151,2011_000646.xml,2011_000646.jpg,person,500.0,375.0,3.0,1.0,76.0,110.0,375.0
152,2011_000646.xml,2011_000646.jpg,person,500.0,375.0,3.0,162.0,85.0,359.0,375.0
153,2011_000646.xml,2011_000646.jpg,person,500.0,375.0,3.0,110.0,72.0,316.0,375.0
154,2008_000264.xml,2008_000264.jpg,person,333.0,500.0,3.0,48.0,36.0,332.0,500.0
155,2009_004007.xml,2009_004007.jpg,person,500.0,375.0,3.0,340.0,103.0,500.0,375.0
156,2009_004007.xml,2009_004007.jpg,person,500.0,375.0,3.0,110.0,108.0,330.0,375.0
157,2011_004950.xml,2011_004950.jpg,person,500.0,375.0,3.0,125.0,8.0,446.0,375.0
158,2008_001814.xml,2008_001814.jpg,person,500.0,375.0,3.0,262.0,231.0,295.0,341.0
159,2008_001814.xml,2008_001814.jpg,person,500.0,375.0,3.0,216.0,179.0,258.0,283.0
160,2012_004018.xml,2012_004018.jpg,person,500.0,376.0,3.0,149.0,182.0,182.0,246.0
161,2008_003476.xml,2008_003476.jpg,person,500.0,333.0,3.0,62.0,120.0,104.0,179.0
162,2011_003476.xml,2011_003476.jpg,person,500.0,357.0,3.0,198.0,7.0,339.0,296.0
163,2009_000544.xml,2009_000544.jpg,person,375.0,500.0,3.0,40.0,161.0,135.0,400.0
164,2010_006276.xml,2010_006276.jpg,person,500.0,375.0,3.0,1.0,42.0,202.0,375.0
165,2009_003266.xml,2009_003266.jpg,person,500.0,332.0,3.0,313.0,31.0,491.0,332.0
166,2009_003266.xml,2009_003266.jpg,person,500.0,332.0,3.0,152.0,55.0,317.0,332.0
167,2009_003266.xml,2009_003266.jpg,person,500.0,332.0,3.0,25.0,60.0,188.0,332.0
168,2009_003266.xml,2009_003266.jpg,person,500.0,332.0,3.0,14.0,84.0,69.0,332.0
169,2009_003266.xml,2009_003266.jpg,person,500.0,332.0,3.0,453.0,98.0,484.0,147.0
170,2009_003266.xml,2009_003266.jpg,person,500.0,332.0,3.0,430.0,95.0,454.0,127.0
171,2009_003266.xml,2009_003266.jpg,person,500.0,332.0,3.0,165.0,96.0,207.0,144.0
172,2009_003266.xml,2009_003266.jpg,person,500.0,332.0,3.0,256.0,64.0,344.0,148.0
173,2009_003266.xml,2009_003266.jpg,person,500.0,332.0,3.0,1.0,86.0,17.0,216.0
174,2012_002570.xml,2012_002570.jpg,person,333.0,500.0,3.0,129.0,1.0,333.0,494.0
175,2008_002920.xml,2008_002920.jpg,person,500.0,375.0,3.0,59.0,132.0,216.0,342.0
176,2008_002920.xml,2008_002920.jpg,person,500.0,375.0,3.0,188.0,75.0,324.0,201.0
177,2008_002920.xml,2008_002920.jpg,person,500.0,375.0,3.0,338.0,77.0,469.0,299.0
178,2012_003707.xml,2012_003707.jpg,person,333.0,500.0,3.0,44.0,1.0,175.0,297.0
179,2009_000021.xml,2009_000021.jpg,car,318.0,500.0,3.0,39.0,152.0,215.0,308.0
180,2009_000021.xml,2009_000021.jpg,car,318.0,500.0,3.0,216.0,172.0,311.0,279.0
181,2009_000021.xml,2009_000021.jpg,car,318.0,500.0,3.0,1.0,153.0,47.0,244.0
182,2009_000021.xml,2009_000021.jpg,person,318.0,500.0,3.0,260.0,138.0,315.0,295.0
183,2009_000021.xml,2009_000021.jpg,person,318.0,500.0,3.0,297.0,165.0,318.0,309.0
184,2009_000021.xml,2009_000021.jpg,person,318.0,500.0,3.0,260.0,150.0,280.0,183.0
185,2009_000021.xml,2009_000021.jpg,person,318.0,500.0,3.0,207.0,156.0,228.0,213.0
186,2009_000021.xml,2009_000021.jpg,person,318.0,500.0,3.0,180.0,150.0,204.0,210.0
187,2009_000021.xml,2009_000021.jpg,person,318.0,500.0,3.0,13.0,133.0,35.0,171.0
188,2009_000021.xml,2009_000021.jpg,person,318.0,500.0,3.0,32.0,138.0,53.0,195.0
189,2009_000021.xml,2009_000021.jpg,person,318.0,500.0,3.0,54.0,149.0,69.0,195.0
190,2008_000298.xml,2008_000298.jpg,person,500.0,374.0,3.0,94.0,137.0,319.0,374.0
191,2009_001875.xml,2009_001875.jpg,person,500.0,333.0,3.0,1.0,120.0,500.0,333.0
192,2010_006758.xml,2010_006758.jpg,person,500.0,333.0,3.0,129.0,37.0,369.0,333.0
193,2009_001427.xml,2009_001427.jpg,motorbike,500.0,334.0,3.0,282.0,89.0,489.0,315.0
194,2009_001427.xml,2009_001427.jpg,person,500.0,334.0,3.0,342.0,38.0,459.0,237.0
195,2008_004616.xml,2008_004616.jpg,person,500.0,375.0,3.0,65.0,108.0,330.0,334.0
196,2012_003402.xml,2012_003402.jpg,person,333.0,500.0,3.0,1.0,24.0,319.0,353.0
197,2008_007510.xml,2008_007510.jpg,person,500.0,375.0,3.0,93.0,163.0,141.0,307.0
198,2008_007510.xml,2008_007510.jpg,person,500.0,375.0,3.0,25.0,166.0,74.0,301.0
199,2008_007510.xml,2008_007510.jpg,person,500.0,375.0,3.0,2.0,181.0,32.0,274.0
200,2008_007510.xml,2008_007510.jpg,bicycle,500.0,375.0,3.0,84.0,233.0,139.0,332.0
201,2008_007510.xml,2008_007510.jpg,bicycle,500.0,375.0,3.0,27.0,229.0,73.0,317.0
202,2008_007510.xml,2008_007510.jpg,bicycle,500.0,375.0,3.0,1.0,232.0,40.0,305.0
203,2012_001545.xml,2012_001545.jpg,person,500.0,375.0,3.0,135.0,87.0,308.0,375.0
204,2012_003585.xml,2012_003585.jpg,person,375.0,500.0,3.0,41.0,88.0,140.0,367.0
205,2009_002985.xml,2009_002985.jpg,bicycle,500.0,375.0,3.0,1.0,33.0,500.0,375.0
206,2010_006257.xml,2010_006257.jpg,person,375.0,500.0,3.0,87.0,38.0,287.0,421.0
207,2008_004841.xml,2008_004841.jpg,person,500.0,333.0,3.0,135.0,91.0,300.0,303.0
208,2008_006042.xml,2008_006042.jpg,motorbike,375.0,500.0,3.0,1.0,212.0,361.0,500.0
209,2008_006042.xml,2008_006042.jpg,person,375.0,500.0,3.0,1.0,16.0,172.0,498.0
210,2011_007012.xml,2011_007012.jpg,person,500.0,334.0,3.0,84.0,37.0,166.0,165.0
211,2011_005767.xml,2011_005767.jpg,person,500.0,333.0,3.0,207.0,111.0,334.0,333.0
212,2010_000632.xml,2010_000632.jpg,bicycle,500.0,375.0,3.0,142.0,83.0,218.0,207.0
213,2010_006919.xml,2010_006919.jpg,person,375.0,500.0,3.0,248.0,193.0,310.0,348.0
214,2011_002006.xml,2011_002006.jpg,bicycle,500.0,375.0,3.0,69.0,169.0,407.0,375.0
215,2011_002006.xml,2011_002006.jpg,person,500.0,375.0,3.0,143.0,37.0,313.0,375.0
216,2011_002006.xml,2011_002006.jpg,person,500.0,375.0,3.0,1.0,1.0,42.0,118.0
217,2011_002457.xml,2011_002457.jpg,bus,500.0,375.0,3.0,1.0,25.0,499.0,291.0
218,2008_002603.xml,2008_002603.jpg,person,500.0,375.0,3.0,62.0,74.0,388.0,375.0
219,2011_006471.xml,2011_006471.jpg,person,500.0,345.0,3.0,1.0,76.0,435.0,345.0
220,2009_003294.xml,2009_003294.jpg,person,500.0,333.0,3.0,213.0,27.0,313.0,182.0
221,2007_006151.xml,2007_006151.jpg,person,334.0,500.0,3.0,53.0,170.0,140.0,363.0
222,2007_006151.xml,2007_006151.jpg,person,334.0,500.0,3.0,215.0,171.0,262.0,340.0
223,2007_006151.xml,2007_006151.jpg,person,334.0,500.0,3.0,276.0,174.0,334.0,332.0
224,2007_006151.xml,2007_006151.jpg,car,334.0,500.0,3.0,1.0,192.0,207.0,337.0
225,2010_000433.xml,2010_000433.jpg,motorbike,500.0,331.0,3.0,31.0,32.0,257.0,324.0
226,2011_003229.xml,2011_003229.jpg,person,333.0,500.0,3.0,154.0,94.0,329.0,350.0
227,2008_005159.xml,2008_005159.jpg,car,500.0,400.0,3.0,205.0,205.0,295.0,286.0
228,2008_005159.xml,2008_005159.jpg,car,500.0,400.0,3.0,67.0,211.0,165.0,279.0
229,2008_005159.xml,2008_005159.jpg,car,500.0,400.0,3.0,363.0,216.0,500.0,273.0
230,2008_005159.xml,2008_005159.jpg,car,500.0,400.0,3.0,275.0,204.0,397.0,266.0
231,2008_005159.xml,2008_005159.jpg,car,500.0,400.0,3.0,103.0,206.0,220.0,251.0
232,2008_005159.xml,2008_005159.jpg,car,500.0,400.0,3.0,1.0,209.0,68.0,274.0
233,2008_005159.xml,2008_005159.jpg,car,500.0,400.0,3.0,464.0,245.0,500.0,289.0
234,2008_005159.xml,2008_005159.jpg,car,500.0,400.0,3.0,462.0,215.0,500.0,235.0
235,2009_002954.xml,2009_002954.jpg,person,500.0,375.0,3.0,107.0,217.0,229.0,298.0
236,2009_002954.xml,2009_002954.jpg,person,500.0,375.0,3.0,298.0,102.0,404.0,217.0
237,2009_002954.xml,2009_002954.jpg,person,500.0,375.0,3.0,356.0,4.0,500.0,215.0
238,2009_003422.xml,2009_003422.jpg,bus,500.0,357.0,3.0,28.0,12.0,482.0,303.0
239,2009_003422.xml,2009_003422.jpg,person,500.0,357.0,3.0,325.0,64.0,356.0,94.0
240,2009_003422.xml,2009_003422.jpg,person,500.0,357.0,3.0,378.0,58.0,425.0,91.0
241,2011_004765.xml,2011_004765.jpg,person,500.0,375.0,3.0,139.0,120.0,212.0,244.0
242,2010_004848.xml,2010_004848.jpg,motorbike,500.0,375.0,3.0,90.0,54.0,417.0,344.0
243,2012_004216.xml,2012_004216.jpg,person,375.0,500.0,3.0,176.0,348.0,219.0,447.0
244,2010_006721.xml,2010_006721.jpg,person,305.0,500.0,3.0,119.0,140.0,241.0,424.0
245,2010_006721.xml,2010_006721.jpg,person,305.0,500.0,3.0,54.0,254.0,130.0,437.0
246,2008_005356.xml,2008_005356.jpg,bicycle,500.0,375.0,3.0,61.0,18.0,427.0,365.0
247,2008_005356.xml,2008_005356.jpg,car,500.0,375.0,3.0,5.0,1.0,384.0,83.0
248,2011_000979.xml,2011_000979.jpg,person,500.0,339.0,3.0,126.0,121.0,272.0,337.0
249,2011_000979.xml,2011_000979.jpg,person,500.0,339.0,3.0,246.0,148.0,368.0,336.0
250,2008_004539.xml,2008_004539.jpg,person,500.0,375.0,3.0,285.0,241.0,325.0,285.0
251,2012_001286.xml,2012_001286.jpg,person,500.0,375.0,3.0,101.0,40.0,319.0,375.0
252,2012_001517.xml,2012_001517.jpg,person,375.0,500.0,3.0,63.0,227.0,235.0,421.0
253,2008_006986.xml,2008_006986.jpg,car,500.0,375.0,3.0,42.0,98.0,447.0,289.0
254,2009_003166.xml,2009_003166.jpg,person,375.0,500.0,3.0,1.0,129.0,375.0,500.0
255,2008_000535.xml,2008_000535.jpg,person,500.0,333.0,3.0,221.0,16.0,302.0,274.0
256,2008_000535.xml,2008_000535.jpg,person,500.0,333.0,3.0,90.0,89.0,179.0,296.0
257,2008_000535.xml,2008_000535.jpg,person,500.0,333.0,3.0,157.0,50.0,220.0,277.0
258,2009_005140.xml,2009_005140.jpg,person,500.0,375.0,3.0,1.0,1.0,500.0,374.0
259,2010_006271.xml,2010_006271.jpg,person,500.0,375.0,3.0,230.0,138.0,263.0,207.0
260,2010_006271.xml,2010_006271.jpg,person,500.0,375.0,3.0,190.0,116.0,247.0,284.0
261,2010_004997.xml,2010_004997.jpg,bus,500.0,375.0,3.0,51.0,87.0,415.0,266.0
262,2011_005255.xml,2011_005255.jpg,person,375.0,500.0,3.0,61.0,54.0,342.0,500.0
263,2012_002783.xml,2012_002783.jpg,person,500.0,375.0,3.0,213.0,149.0,307.0,264.0
264,2011_002920.xml,2011_002920.jpg,person,500.0,374.0,3.0,36.0,69.0,333.0,374.0
265,2011_002920.xml,2011_002920.jpg,person,500.0,374.0,3.0,286.0,111.0,436.0,336.0
266,2011_002920.xml,2011_002920.jpg,person,500.0,374.0,3.0,1.0,77.0,26.0,286.0
267,2009_005178.xml,2009_005178.jpg,bicycle,500.0,417.0,3.0,39.0,33.0,457.0,396.0
268,2011_006390.xml,2011_006390.jpg,person,500.0,333.0,3.0,324.0,144.0,373.0,247.0
269,2011_004337.xml,2011_004337.jpg,person,500.0,331.0,3.0,62.0,144.0,112.0,257.0
270,2012_003089.xml,2012_003089.jpg,person,500.0,334.0,3.0,136.0,13.0,375.0,334.0
